service_date,day_type,bus,rail_boardings,total_rides
2021-09-20,Weekday,443252,298947,742199
2021-09-21,Weekday,452211,319330,771541
2021-09-22,Weekday,450883,322522,773405
2021-09-23,Weekday,464140,327671,791811
2021-09-24,Weekday,463710,365392,829102
2021-09-25,Saturday,300821,296621,597442
2021-09-26,Sunday/Holiday,214958,195380,410338
2021-09-27,Weekday,458134,298532,756666
2021-09-28,Weekday,474767,315354,790121
2021-09-29,Weekday,471319,323001,794320
2021-09-30,Weekday,469820,326450,796270
2021-10-01,Weekday,486451,343048,829499
2021-10-02,Saturday,283289,248678,531967
2021-10-03,Sunday/Holiday,209009,188875,397884
2021-10-04,Weekday,453108,297717,750825
2021-10-05,Weekday,469691,317319,787010
2021-10-06,Weekday,474666,317494,792160
2021-10-07,Weekday,447936,323569,771505
2021-10-08,Weekday,461163,348740,809903
2021-10-09,Saturday,301635,281790,583425
2021-10-10,Sunday/Holiday,194232,312750,506982
2021-10-11,Weekday,335704,269043,604747
2021-10-12,Weekday,469702,337547,807249
2021-10-13,Weekday,456836,323735,780571
2021-10-14,Weekday,466987,336464,803451
2021-10-15,Weekday,456194,338278,794472
2021-10-16,Saturday,301890,266017,567907
2021-10-17,Sunday/Holiday,219929,196386,416315
2021-10-18,Weekday,447658,303246,750904
2021-10-19,Weekday,467179,323286,790465
2021-10-20,Weekday,470815,323794,794609
2021-10-21,Weekday,449160,330258,779418
2021-10-22,Weekday,446072,328904,774976
2021-10-23,Saturday,288871,244421,533292
2021-10-24,Sunday/Holiday,171424,144992,316416
2021-10-25,Weekday,384314,270031,654345
2021-10-26,Weekday,476997,320974,797971
2021-10-27,Weekday,475784,327121,802905
2021-10-28,Weekday,447442,328865,776307
2021-10-29,Weekday,407815,307878,715693
2021-10-30,Saturday,280283,244786,525069
2021-10-31,Sunday/Holiday,203393,183268,386661
2021-11-01,Weekday,452937,300996,753933
2021-11-02,Weekday,463908,319122,783030
2021-11-03,Weekday,481029,327770,808799
2021-11-04,Weekday,463508,333562,797070
2021-11-05,Weekday,403870,312819,716689
2021-11-06,Saturday,279147,235533,514680
2021-11-07,Sunday/Holiday,211114,177817,388931
2021-11-08,Weekday,458387,305403,763790
2021-11-09,Weekday,465479,324645,790124
2021-11-10,Weekday,474682,332506,807188
2021-11-11,Weekday,349696,286823,636519
2021-11-12,Weekday,381722,302454,684176
2021-11-13,Saturday,263401,221836,485237
2021-11-14,Sunday/Holiday,191694,153282,344976
2021-11-15,Weekday,427781,292876,720657
2021-11-16,Weekday,463846,321135,784981
2021-11-17,Weekday,436216,311717,747933
2021-11-18,Weekday,413008,315161,728169
2021-11-19,Weekday,443247,337202,780449
2021-11-20,Saturday,271655,276136,547791
2021-11-21,Sunday/Holiday,214017,179537,393554
2021-11-22,Weekday,428156,288075,716231
2021-11-23,Weekday,437577,300261,737838
2021-11-24,Weekday,359261,257882,617143
2021-11-25,Sunday/Holiday,136680,103108,239788
2021-11-26,Weekday,257700,189694,447394
2021-11-27,Saturday,237839,187065,424904
2021-11-28,Sunday/Holiday,184817,147830,332647
2021-11-29,Weekday,421322,276090,697412
2021-11-30,Weekday,450230,302349,752579
2021-12-01,Weekday,464613,309075,773688
2021-12-02,Weekday,466625,323958,790583
2021-12-03,Weekday,460247,320326,780573
2021-12-04,Saturday,282720,237153,519873
2021-12-05,Sunday/Holiday,175680,150682,326362
2021-12-06,Weekday,419783,278439,698222
2021-12-07,Weekday,412108,287065,699173
2021-12-08,Weekday,440298,300242,740540
2021-12-09,Weekday,441609,310636,752245
2021-12-10,Weekday,425279,297443,722722
2021-12-11,Saturday,253954,221509,475463
2021-12-12,Sunday/Holiday,200373,165296,365669
2021-12-13,Weekday,425654,272016,697670
2021-12-14,Weekday,443484,293750,737234
2021-12-15,Weekday,441500,299691,741191
2021-12-16,Weekday,424823,297427,722250
2021-12-17,Weekday,405415,282060,687475
2021-12-18,Saturday,243767,196349,440116
2021-12-19,Sunday/Holiday,193554,150673,344227
2021-12-20,Weekday,346355,235596,581951
2021-12-21,Weekday,343757,224928,568685
2021-12-22,Weekday,314359,209334,523693
2021-12-23,Weekday,311895,192858,504753
2021-12-24,Sunday/Holiday,215369,118922,334291
2021-12-25,Saturday,101622,63575,165197
2021-12-26,Sunday/Holiday,160349,106278,266627
2021-12-27,Weekday,276748,170801,447549
2021-12-28,Weekday,267102,174336,441438
2021-12-29,Weekday,294413,191745,486158
2021-12-30,Weekday,295024,194851,489875
2021-12-31,Sunday/Holiday,227449,163183,390632
2022-01-01,Saturday,115581,116473,232054
2022-01-02,Sunday/Holiday,141100,114070,255170
2022-01-03,Weekday,308893,184727,493620
2022-01-04,Weekday,343163,202963,546126
2022-01-05,Weekday,261752,177105,438857
2022-01-06,Weekday,256983,175465,432448
2022-01-07,Weekday,246042,172216,418258
2022-01-08,Saturday,190569,133844,324413
2022-01-09,Sunday/Holiday,139413,102330,241743
2022-01-10,Weekday,273785,175964,449749
2022-01-11,Weekday,299534,190644,490178
2022-01-12,Weekday,364308,214250,578558
2022-01-13,Weekday,364235,218508,582743
2022-01-14,Weekday,355305,224098,579403
2022-01-15,Saturday,201975,153357,355332
2022-01-16,Sunday/Holiday,157849,117493,275342
2022-01-17,Weekday,247901,160202,408103
2022-01-18,Weekday,394532,239770,634302
2022-01-19,Weekday,373531,235997,609528
2022-01-20,Weekday,343001,227670,570671
2022-01-21,Weekday,360918,227754,588672
2022-01-22,Saturday,213615,153452,367067
2022-01-23,Sunday/Holiday,149802,112997,262799
2022-01-24,Weekday,352311,235351,587662
2022-01-25,Weekday,352155,234112,586267
2022-01-26,Weekday,313683,215518,529201
2022-01-27,Weekday,388880,254620,643500
2022-01-28,Weekday,310477,229809,540286
2022-01-29,Saturday,216590,160644,377234
2022-01-30,Sunday/Holiday,163483,115445,278928
2022-01-31,Weekday,405219,253283,658502
2022-02-01,Weekday,438309,273732,712041
2022-02-02,Weekday,252363,189573,441936
2022-02-03,Weekday,342011,232018,574029
2022-02-04,Weekday,391793,263572,655365
2022-02-05,Saturday,222874,169731,392605
2022-02-06,Sunday/Holiday,179811,125211,305022
2022-02-07,Weekday,405768,257867,663635
2022-02-08,Weekday,431086,280312,711398
2022-02-09,Weekday,433494,283336,716830
2022-02-10,Weekday,426111,284248,710359
2022-02-11,Weekday,413489,269373,682862
2022-02-12,Saturday,236977,177109,414086
2022-02-13,Sunday/Holiday,175728,133282,309010
2022-02-14,Weekday,400492,260703,661195
2022-02-15,Weekday,434683,282736,717419
2022-02-16,Weekday,436057,286506,722563
2022-02-17,Weekday,365062,260175,625237
2022-02-18,Weekday,383850,268927,652777
2022-02-19,Saturday,228190,179991,408181
2022-02-20,Sunday/Holiday,193971,146532,340503
2022-02-21,Weekday,330376,219366,549742
2022-02-22,Weekday,402852,275702,678554
2022-02-23,Weekday,434639,288569,723208
2022-02-24,Weekday,417551,290246,707797
2022-02-25,Weekday,411882,278287,690169
2022-02-26,Saturday,260161,190557,450718
2022-02-27,Sunday/Holiday,197978,139377,337355
2022-02-28,Weekday,437269,272433,709702
2022-03-01,Weekday,471547,297951,769498
2022-03-02,Weekday,461679,304639,766318
2022-03-03,Weekday,450905,301344,752249
2022-03-04,Weekday,437164,288975,726139
2022-03-05,Saturday,291281,221714,512995
2022-03-06,Sunday/Holiday,194300,141976,336276
2022-03-07,Weekday,399383,261592,660975
2022-03-08,Weekday,464441,303631,768072
2022-03-09,Weekday,466984,310336,777320
2022-03-10,Weekday,444721,310435,755156
2022-03-11,Weekday,422764,294476,717240
2022-03-12,Saturday,247872,287526,535398
2022-03-13,Sunday/Holiday,200879,168821,369700
2022-03-14,Weekday,448558,294168,742726
2022-03-15,Weekday,463215,322609,785824
2022-03-16,Weekday,479823,333597,813420
2022-03-17,Weekday,463068,336933,800001
2022-03-18,Weekday,404540,292739,697279
2022-03-19,Saturday,250839,203842,454681
2022-03-20,Sunday/Holiday,220280,183597,403877
2022-03-21,Weekday,459452,286077,745529
2022-03-22,Weekday,432916,290803,723719
2022-03-23,Weekday,411053,285528,696581
2022-03-24,Weekday,452116,279960,732076
2022-03-25,Weekday,431829,290569,722398
2022-03-26,Saturday,242199,191025,433224
2022-03-27,Sunday/Holiday,193217,147865,341082
2022-03-28,Weekday,443113,283316,726429
2022-03-29,Weekday,459127,310432,769559
2022-03-30,Weekday,425844,299471,725315
2022-03-31,Weekday,446918,313624,760542
2022-04-01,Weekday,484903,314610,799513
2022-04-02,Saturday,264044,194383,458427
2022-04-03,Sunday/Holiday,218901,153875,372776
2022-04-04,Weekday,457452,291019,748471
2022-04-05,Weekday,482775,326164,808939
2022-04-06,Weekday,470573,327753,798326
2022-04-07,Weekday,468788,346853,815641
2022-04-08,Weekday,398017,301320,699337
2022-04-09,Saturday,283129,232566,515695
2022-04-10,Sunday/Holiday,221977,184272,406249
2022-04-11,Weekday,388543,276040,664583
2022-04-12,Weekday,426444,323042,749486
2022-04-13,Weekday,375870,290641,666511
2022-04-14,Weekday,408379,316347,724726
2022-04-15,Weekday,367610,276605,644215
2022-04-16,Saturday,274093,216395,490488
2022-04-17,Sunday/Holiday,183837,139738,323575
2022-04-18,Weekday,416359,279342,695701
2022-04-19,Weekday,461501,324667,786168
2022-04-20,Weekday,453943,322677,776620
2022-04-21,Weekday,455139,339779,794918
2022-04-22,Weekday,414144,295319,709463
2022-04-23,Saturday,312128,278763,590891
2022-04-24,Sunday/Holiday,192744,162462,355206
2022-04-25,Weekday,454532,293934,748466
2022-04-26,Weekday,476474,323321,799795
2022-04-27,Weekday,473316,325530,798846
2022-04-28,Weekday,461751,329024,790775
2022-04-29,Weekday,472802,324138,796940
2022-04-30,Saturday,260440,208693,469133
2022-05-01,Sunday/Holiday,209565,167306,376871
2022-05-02,Weekday,456676,288292,744968
2022-05-03,Weekday,427088,304189,731277
2022-05-04,Weekday,500429,344233,844662
2022-05-05,Weekday,464544,329241,793785
2022-05-06,Weekday,429700,298387,728087
2022-05-07,Saturday,308573,262869,571442
2022-05-08,Sunday/Holiday,204641,167467,372108
2022-05-09,Weekday,456324,296458,752782
2022-05-10,Weekday,487603,334899,822502
2022-05-11,Weekday,481802,332548,814350
2022-05-12,Weekday,475308,345676,820984
2022-05-13,Weekday,470223,332657,802880
2022-05-14,Saturday,303044,249361,552405
2022-05-15,Sunday/Holiday,210931,171982,382913
2022-05-16,Weekday,460986,304494,765480
2022-05-17,Weekday,479630,337079,816709
2022-05-18,Weekday,452731,322841,775572
2022-05-19,Weekday,486489,351429,837918
2022-05-20,Weekday,458078,321127,779205
2022-05-21,Saturday,258763,218972,477735
2022-05-22,Sunday/Holiday,221756,193002,414758
2022-05-23,Weekday,456515,297901,754416
2022-05-24,Weekday,484351,336010,820361
2022-05-25,Weekday,461780,319883,781663
2022-05-26,Weekday,467853,332069,799922
2022-05-27,Weekday,435553,299737,735290
2022-05-28,Saturday,299533,280228,579761
2022-05-29,Sunday/Holiday,239199,246793,485992
2022-05-30,Sunday/Holiday,235865,210421,446286
2022-05-31,Weekday,468550,326376,794926
2022-06-01,Weekday,496766,346924,843690
2022-06-02,Weekday,492400,355544,847944
2022-06-03,Weekday,494862,353934,848796
2022-06-04,Saturday,298993,261915,560908
2022-06-05,Sunday/Holiday,230730,216530,447260
2022-06-06,Weekday,437910,291922,729832
2022-06-07,Weekday,492774,348945,841719
2022-06-08,Weekday,454093,328980,783073
2022-06-09,Weekday,488146,359630,847776
2022-06-10,Weekday,450488,327910,778398
2022-06-11,Saturday,311911,264509,576420
2022-06-12,Sunday/Holiday,224348,193587,417935
2022-06-13,Weekday,433682,306621,740303
2022-06-14,Weekday,467146,345831,812977
2022-06-15,Weekday,435538,338852,774390
2022-06-16,Weekday,441821,351622,793443
2022-06-17,Weekday,438575,356445,795020
2022-06-18,Saturday,316980,307051,624031
2022-06-19,Sunday/Holiday,227181,226033,453214
2022-06-20,Weekday,365955,257700,623655
2022-06-21,Weekday,427588,321100,748688
2022-06-22,Weekday,444712,335641,780353
2022-06-23,Weekday,442860,345391,788251
2022-06-24,Weekday,429666,353308,782974
2022-06-25,Saturday,276951,259318,536269
2022-06-26,Sunday/Holiday,228786,301320,530106
2022-06-27,Weekday,416606,298347,714953
2022-06-28,Weekday,445097,348827,793924
2022-06-29,Weekday,448310,350300,798610
2022-06-30,Weekday,434307,354302,788609
2022-07-01,Weekday,427111,319073,746184
2022-07-02,Saturday,314971,271980,586951
2022-07-03,Sunday/Holiday,234889,221003,455892
2022-07-04,Sunday/Holiday,201272,158486,359758
2022-07-05,Weekday,400714,283797,684511
2022-07-06,Weekday,438241,315347,753588
2022-07-07,Weekday,444168,331132,775300
2022-07-08,Weekday,414527,323371,737898
2022-07-09,Saturday,314661,288100,602761
2022-07-10,Sunday/Holiday,228764,208566,437330
2022-07-11,Weekday,411177,289480,700657
2022-07-12,Weekday,460573,351612,812185
2022-07-13,Weekday,462243,357923,820166
2022-07-14,Weekday,459272,364927,824199
2022-07-15,Weekday,385035,307877,692912
2022-07-16,Saturday,306271,295499,601770
2022-07-17,Sunday/Holiday,212995,208264,421259
2022-07-18,Weekday,432780,299248,732028
2022-07-19,Weekday,453338,335621,788959
2022-07-20,Weekday,455439,338205,793644
2022-07-21,Weekday,445763,342598,788361
2022-07-22,Weekday,426586,323821,750407
2022-07-23,Saturday,275396,265291,540687
2022-07-24,Sunday/Holiday,209703,202481,412184
2022-07-25,Weekday,423680,314719,738399
2022-07-26,Weekday,460649,352662,813311
2022-07-27,Weekday,446320,340006,786326
2022-07-28,Weekday,448728,380517,829245
2022-07-29,Weekday,430804,378849,809653
2022-07-30,Saturday,304052,327388,631440
2022-07-31,Sunday/Holiday,224307,252781,477088
2022-08-01,Weekday,433904,304820,738724
2022-08-02,Weekday,451890,335737,787627
2022-08-03,Weekday,430236,321771,752007
2022-08-04,Weekday,449161,341966,791127
2022-08-05,Weekday,445484,357462,802946
2022-08-06,Saturday,302707,280369,583076
2022-08-07,Sunday/Holiday,202042,193344,395386
2022-08-08,Weekday,381427,286194,667621
2022-08-09,Weekday,454272,352582,806854
2022-08-10,Weekday,455381,346182,801563
2022-08-11,Weekday,444736,337937,782673
2022-08-12,Weekday,430652,320260,750912
2022-08-13,Saturday,295364,253835,549199
2022-08-14,Sunday/Holiday,214683,189154,403837
2022-08-15,Weekday,422612,312773,735385
2022-08-16,Weekday,445900,335456,781356
2022-08-17,Weekday,451427,335610,787037
2022-08-18,Weekday,447149,343155,790304
2022-08-19,Weekday,446821,359501,806322
2022-08-20,Saturday,276088,263681,539769
2022-08-21,Sunday/Holiday,235253,221628,456881
2022-08-22,Weekday,484550,322408,806958
2022-08-23,Weekday,510024,370191,880215
2022-08-24,Weekday,509522,369646,879168
2022-08-25,Weekday,491181,367289,858470
2022-08-26,Weekday,495636,347989,843625
2022-08-27,Saturday,313588,249105,562693
2022-08-28,Sunday/Holiday,219848,188705,408553
